100050 silly lifecycle connect@3.5.0~preinstall: no script for preinstall, continuing
101933 silly build combined-stream@1.0.5
101934 info linkStuff combined-stream@1.0.5
101935 silly linkStuff combined-stream@1.0.5 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101936 verbose linkBins combined-stream@1.0.5
101937 verbose linkMans combined-stream@1.0.5
101938 silly build depd@1.1.0
101939 info linkStuff depd@1.1.0
101940 silly linkStuff depd@1.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101941 verbose linkBins depd@1.1.0
101942 verbose linkMans depd@1.1.0
101943 silly build deprecated@0.0.1
101944 info linkStuff deprecated@0.0.1
101945 silly linkStuff deprecated@0.0.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101946 verbose linkBins deprecated@0.0.1
101947 verbose linkMans deprecated@0.0.1
101948 silly build destroy@1.0.4
101949 info linkStuff destroy@1.0.4
101950 silly linkStuff destroy@1.0.4 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101951 verbose linkBins destroy@1.0.4
101952 verbose linkMans destroy@1.0.4
101953 silly build lodash@2.2.1
101954 info linkStuff lodash@2.2.1
101955 silly linkStuff lodash@2.2.1 has E:\WebstormProject\book-forum-yo\node_modules\dev-ip\node_modules as its parent node_modules
101956 verbose linkBins lodash@2.2.1
101957 verbose linkMans lodash@2.2.1
101958 silly build dev-ip@0.1.7
101959 info linkStuff dev-ip@0.1.7
101960 silly linkStuff dev-ip@0.1.7 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101961 verbose linkBins dev-ip@0.1.7
101962 verbose link bins [ { 'dev-ip': 'lib/dev-ip.js' },
101962 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
101962 verbose link bins   false ]
101963 verbose linkMans dev-ip@0.1.7
101964 silly build diff@1.0.8
101965 info linkStuff diff@1.0.8
101966 silly linkStuff diff@1.0.8 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101967 verbose linkBins diff@1.0.8
101968 verbose linkMans diff@1.0.8
101969 silly build domelementtype@1.1.3
101970 info linkStuff domelementtype@1.1.3
101971 silly linkStuff domelementtype@1.1.3 has E:\WebstormProject\book-forum-yo\node_modules\dom-serializer\node_modules as its parent node_modules
101972 verbose linkBins domelementtype@1.1.3
101973 verbose linkMans domelementtype@1.1.3
101974 silly build entities@1.1.1
101975 info linkStuff entities@1.1.1
101976 silly linkStuff entities@1.1.1 has E:\WebstormProject\book-forum-yo\node_modules\dom-serializer\node_modules as its parent node_modules
101977 verbose linkBins entities@1.1.1
101978 verbose linkMans entities@1.1.1
101979 silly build dom-serializer@0.1.0
101980 info linkStuff dom-serializer@0.1.0
101981 silly linkStuff dom-serializer@0.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101982 verbose linkBins dom-serializer@0.1.0
101983 verbose linkMans dom-serializer@0.1.0
101984 silly build domelementtype@1.3.0
101985 info linkStuff domelementtype@1.3.0
101986 silly linkStuff domelementtype@1.3.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101987 verbose linkBins domelementtype@1.3.0
101988 verbose linkMans domelementtype@1.3.0
101989 silly build domhandler@2.3.0
101990 info linkStuff domhandler@2.3.0
101991 silly linkStuff domhandler@2.3.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101992 verbose linkBins domhandler@2.3.0
101993 verbose linkMans domhandler@2.3.0
101994 silly build domutils@1.5.1
101995 info linkStuff domutils@1.5.1
101996 silly linkStuff domutils@1.5.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
101997 verbose linkBins domutils@1.5.1
101998 verbose linkMans domutils@1.5.1
101999 silly build graceful-fs@4.1.6
102000 info linkStuff graceful-fs@4.1.6
102001 silly linkStuff graceful-fs@4.1.6 has E:\WebstormProject\book-forum-yo\node_modules\download\node_modules as its parent node_modules
102002 verbose linkBins graceful-fs@4.1.6
102003 verbose linkMans graceful-fs@4.1.6
102004 silly build inherits@2.0.3
102005 info linkStuff inherits@2.0.3
102006 silly linkStuff inherits@2.0.3 has E:\WebstormProject\book-forum-yo\node_modules\download\node_modules as its parent node_modules
102007 verbose linkBins inherits@2.0.3
102008 verbose linkMans inherits@2.0.3
102009 silly build is-extglob@2.0.0
102010 info linkStuff is-extglob@2.0.0
102011 silly linkStuff is-extglob@2.0.0 has E:\WebstormProject\book-forum-yo\node_modules\download\node_modules as its parent node_modules
102012 verbose linkBins is-extglob@2.0.0
102013 verbose linkMans is-extglob@2.0.0
102014 silly build is-glob@3.0.0
102015 info linkStuff is-glob@3.0.0
102016 silly linkStuff is-glob@3.0.0 has E:\WebstormProject\book-forum-yo\node_modules\download\node_modules as its parent node_modules
102017 verbose linkBins is-glob@3.0.0
102018 verbose linkMans is-glob@3.0.0
102019 silly build glob-parent@3.0.0
102020 info linkStuff glob-parent@3.0.0
102021 silly linkStuff glob-parent@3.0.0 has E:\WebstormProject\book-forum-yo\node_modules\download\node_modules as its parent node_modules
102022 verbose linkBins glob-parent@3.0.0
102023 verbose linkMans glob-parent@3.0.0
102024 silly build isarray@0.0.1
102025 info linkStuff isarray@0.0.1
102026 silly linkStuff isarray@0.0.1 has E:\WebstormProject\book-forum-yo\node_modules\download\node_modules as its parent node_modules
102027 verbose linkBins isarray@0.0.1
102028 verbose linkMans isarray@0.0.1
102029 silly build object-assign@4.1.0
102030 info linkStuff object-assign@4.1.0
102031 silly linkStuff object-assign@4.1.0 has E:\WebstormProject\book-forum-yo\node_modules\download\node_modules as its parent node_modules
102032 verbose linkBins object-assign@4.1.0
102033 verbose linkMans object-assign@4.1.0
102034 silly build duplexer@0.1.1
102035 info linkStuff duplexer@0.1.1
102036 silly linkStuff duplexer@0.1.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102037 verbose linkBins duplexer@0.1.1
102038 verbose linkMans duplexer@0.1.1
102039 silly build inherits@2.0.3
102040 info linkStuff inherits@2.0.3
102041 silly linkStuff inherits@2.0.3 has E:\WebstormProject\book-forum-yo\node_modules\duplexer2\node_modules as its parent node_modules
102042 verbose linkBins inherits@2.0.3
102043 verbose linkMans inherits@2.0.3
102044 silly build isarray@0.0.1
102045 info linkStuff isarray@0.0.1
102046 silly linkStuff isarray@0.0.1 has E:\WebstormProject\book-forum-yo\node_modules\duplexer2\node_modules as its parent node_modules
102047 verbose linkBins isarray@0.0.1
102048 verbose linkMans isarray@0.0.1
102049 silly build inherits@2.0.3
102050 info linkStuff inherits@2.0.3
102051 silly linkStuff inherits@2.0.3 has E:\WebstormProject\book-forum-yo\node_modules\duplexify\node_modules as its parent node_modules
102052 verbose linkBins inherits@2.0.3
102053 verbose linkMans inherits@2.0.3
102054 silly build lodash@3.10.1
102055 info linkStuff lodash@3.10.1
102056 silly linkStuff lodash@3.10.1 has E:\WebstormProject\book-forum-yo\node_modules\easy-extender\node_modules as its parent node_modules
102057 verbose linkBins lodash@3.10.1
102058 verbose linkMans lodash@3.10.1
102059 silly build easy-extender@2.3.2
102060 info linkStuff easy-extender@2.3.2
102061 silly linkStuff easy-extender@2.3.2 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102062 verbose linkBins easy-extender@2.3.2
102063 verbose linkMans easy-extender@2.3.2
102064 silly build ee-first@1.1.1
102065 info linkStuff ee-first@1.1.1
102066 silly linkStuff ee-first@1.1.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102067 verbose linkBins ee-first@1.1.1
102068 verbose linkMans ee-first@1.1.1
102069 silly build emits@3.0.0
102070 info linkStuff emits@3.0.0
102071 silly linkStuff emits@3.0.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102072 verbose linkBins emits@3.0.0
102073 verbose linkMans emits@3.0.0
102074 silly build emitter-steward@0.0.1
102075 info linkStuff emitter-steward@0.0.1
102076 silly linkStuff emitter-steward@0.0.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102077 verbose linkBins emitter-steward@0.0.1
102078 verbose linkMans emitter-steward@0.0.1
102079 silly build encodeurl@1.0.1
102080 info linkStuff encodeurl@1.0.1
102081 silly linkStuff encodeurl@1.0.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102082 verbose linkBins encodeurl@1.0.1
102083 verbose linkMans encodeurl@1.0.1
102084 silly build isarray@0.0.1
102085 info linkStuff isarray@0.0.1
102086 silly linkStuff isarray@0.0.1 has E:\WebstormProject\book-forum-yo\node_modules\engine.io-parser\node_modules as its parent node_modules
102087 verbose linkBins isarray@0.0.1
102088 verbose linkMans isarray@0.0.1
102089 silly build has-binary@0.1.6
102090 info linkStuff has-binary@0.1.6
102091 silly linkStuff has-binary@0.1.6 has E:\WebstormProject\book-forum-yo\node_modules\engine.io-parser\node_modules as its parent node_modules
102092 verbose linkBins has-binary@0.1.6
102093 verbose linkMans has-binary@0.1.6
102094 silly build mime-db@1.12.0
102095 info linkStuff mime-db@1.12.0
102096 silly linkStuff mime-db@1.12.0 has E:\WebstormProject\book-forum-yo\node_modules\engine.io\node_modules as its parent node_modules
102097 verbose linkBins mime-db@1.12.0
102098 verbose linkMans mime-db@1.12.0
102099 silly build mime-types@2.0.14
102100 info linkStuff mime-types@2.0.14
102101 silly linkStuff mime-types@2.0.14 has E:\WebstormProject\book-forum-yo\node_modules\engine.io\node_modules as its parent node_modules
102102 verbose linkBins mime-types@2.0.14
102103 verbose linkMans mime-types@2.0.14
102104 silly build negotiator@0.4.9
102105 info linkStuff negotiator@0.4.9
102106 silly linkStuff negotiator@0.4.9 has E:\WebstormProject\book-forum-yo\node_modules\engine.io\node_modules as its parent node_modules
102107 verbose linkBins negotiator@0.4.9
102108 verbose linkMans negotiator@0.4.9
102109 silly build accepts@1.1.4
102110 info linkStuff accepts@1.1.4
102111 silly linkStuff accepts@1.1.4 has E:\WebstormProject\book-forum-yo\node_modules\engine.io\node_modules as its parent node_modules
102112 verbose linkBins accepts@1.1.4
102113 verbose linkMans accepts@1.1.4
102114 silly build entities@1.0.0
102115 info linkStuff entities@1.0.0
102116 silly linkStuff entities@1.0.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102117 verbose linkBins entities@1.0.0
102118 verbose linkMans entities@1.0.0
102119 silly build env-variable@0.0.3
102120 info linkStuff env-variable@0.0.3
102121 silly linkStuff env-variable@0.0.3 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102122 verbose linkBins env-variable@0.0.3
102123 verbose linkMans env-variable@0.0.3
102124 silly build enabled@1.0.2
102125 info linkStuff enabled@1.0.2
102126 silly linkStuff enabled@1.0.2 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102127 verbose linkBins enabled@1.0.2
102128 verbose linkMans enabled@1.0.2
102129 silly build es6-symbol@3.1.0
102130 info linkStuff es6-symbol@3.1.0
102131 silly linkStuff es6-symbol@3.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102132 verbose linkBins es6-symbol@3.1.0
102133 verbose linkMans es6-symbol@3.1.0
102134 silly build es6-iterator@2.0.0
102135 info linkStuff es6-iterator@2.0.0
102136 silly linkStuff es6-iterator@2.0.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102137 verbose linkBins es6-iterator@2.0.0
102138 verbose linkMans es6-iterator@2.0.0
102139 silly build es5-ext@0.10.12
102140 info linkStuff es5-ext@0.10.12
102141 silly linkStuff es5-ext@0.10.12 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102142 verbose linkBins es5-ext@0.10.12
102143 verbose linkMans es5-ext@0.10.12
102144 silly build d@0.1.1
102145 info linkStuff d@0.1.1
102146 silly linkStuff d@0.1.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102147 verbose linkBins d@0.1.1
102148 verbose linkMans d@0.1.1
102149 silly build es6-symbol@2.0.1
102150 info linkStuff es6-symbol@2.0.1
102151 silly linkStuff es6-symbol@2.0.1 has E:\WebstormProject\book-forum-yo\node_modules\es6-weak-map\node_modules as its parent node_modules
102152 verbose linkBins es6-symbol@2.0.1
102153 verbose linkMans es6-symbol@2.0.1
102154 silly build es6-iterator@0.1.3
102155 info linkStuff es6-iterator@0.1.3
102156 silly linkStuff es6-iterator@0.1.3 has E:\WebstormProject\book-forum-yo\node_modules\es6-weak-map\node_modules as its parent node_modules
102157 verbose linkBins es6-iterator@0.1.3
102158 verbose linkMans es6-iterator@0.1.3
102159 silly build es6-weak-map@0.1.4
102160 info linkStuff es6-weak-map@0.1.4
102161 silly linkStuff es6-weak-map@0.1.4 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102162 verbose linkBins es6-weak-map@0.1.4
102163 verbose linkMans es6-weak-map@0.1.4
102164 silly build escape-html@1.0.3
102165 info linkStuff escape-html@1.0.3
102166 silly linkStuff escape-html@1.0.3 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102167 verbose linkBins escape-html@1.0.3
102168 verbose linkMans escape-html@1.0.3
102169 silly build escape-string-regexp@1.0.5
102170 info linkStuff escape-string-regexp@1.0.5
102171 silly linkStuff escape-string-regexp@1.0.5 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102172 verbose linkBins escape-string-regexp@1.0.5
102173 verbose linkMans escape-string-regexp@1.0.5
102174 silly build chalk@0.5.1
102175 info linkStuff chalk@0.5.1
102176 silly linkStuff chalk@0.5.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102177 verbose linkBins chalk@0.5.1
102178 verbose linkMans chalk@0.5.1
102179 silly build esprima@1.2.5
102180 info linkStuff esprima@1.2.5
102181 silly linkStuff esprima@1.2.5 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102182 verbose linkBins esprima@1.2.5
102183 verbose link bins [ { esparse: './bin/esparse.js',
102183 verbose link bins     esvalidate: './bin/esvalidate.js' },
102183 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
102183 verbose link bins   false ]
102184 verbose linkMans esprima@1.2.5
102185 silly build estraverse@1.9.3
102186 info linkStuff estraverse@1.9.3
102187 silly linkStuff estraverse@1.9.3 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102188 verbose linkBins estraverse@1.9.3
102189 verbose linkMans estraverse@1.9.3
102190 silly build etag@1.7.0
102191 info linkStuff etag@1.7.0
102192 silly linkStuff etag@1.7.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102193 verbose linkBins etag@1.7.0
102194 verbose linkMans etag@1.7.0
102195 silly build event-emitter@0.3.4
102196 info linkStuff event-emitter@0.3.4
102197 silly linkStuff event-emitter@0.3.4 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102198 verbose linkBins event-emitter@0.3.4
102199 verbose linkMans event-emitter@0.3.4
102200 silly build eventemitter3@0.1.6
102201 info linkStuff eventemitter3@0.1.6
102202 silly linkStuff eventemitter3@0.1.6 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
102203 verbose linkBins eventemitter3@0.1.6
102204 verbose linkMans eventemitter3@0.1.6
102205 silly build object-assign@4.1.0
102206 info linkStuff object-assign@4.1.0
102207 silly linkStuff object-assign@4.1.0 has E:\WebstormProject\book-forum-yo\node_modules\exec-series\node_modules as its parent node_modules
102208 verbose linkBins object-assign@4.1.0
102209 verbose linkMans object-assign@4.1.0
102210 silly build exec-series@1.0.3
102211 info linkStuff exec-series@1.0.3
102212 silly linkStuff exec-series@1.0.3 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
